"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","intrinsic apoptotic signaling pathway in response to DNA damage","0.51%","13","2485","58","29712","2.69e-3","8.18e-2","2.68","1.00e+0","7.92e-2","8.36e-4"
"GOTERM_BP_DIRECT","skeletal muscle cell differentiation","0.51%","13","2485","57","29712","2.31e-3","7.67e-2","2.73","1.00e+0","7.43e-2","7.02e-4"
"GOTERM_CC_DIRECT","Cajal body","0.51%","13","2509","56","29722","2.13e-3","2.66e-2","2.75","9.04e-1","2.36e-2","6.40e-4"
"GOTERM_CC_DIRECT","proteasome complex","0.51%","13","2509","55","29722","1.81e-3","2.31e-2","2.80","8.63e-1","2.05e-2","5.32e-4"
"GOTERM_BP_DIRECT","establishment of protein localization","0.51%","13","2485","55","29712","1.67e-3","5.99e-2","2.83","1.00e+0","5.80e-2","4.87e-4"
"GOTERM_MF_DIRECT","enzyme activator activity","0.51%","13","2457","54","28924","1.61e-3","2.55e-2","2.83","9.64e-1","2.38e-2","4.67e-4"
"GOTERM_CC_DIRECT","intermediate filament cytoskeleton","0.51%","13","2509","54","29722","1.53e-3","2.00e-2","2.85","8.14e-1","1.77e-2","4.40e-4"
"GOTERM_BP_DIRECT","negative regulation of gene expression, epigenetic","0.51%","13","2485","52","29712","9.93e-4","4.08e-2","2.99","9.98e-1","3.96e-2","2.70e-4"
"GOTERM_BP_DIRECT","chromosome organization","0.51%","13","2485","50","29712","6.83e-4","3.32e-2","3.11","9.85e-1","3.22e-2","1.77e-4"
"GOTERM_BP_DIRECT","mRNA transcription by RNA polymerase II","0.51%","13","2485","49","29712","5.61e-4","2.89e-2","3.17","9.68e-1","2.80e-2","1.41e-4"
"GOTERM_BP_DIRECT","endosome to lysosome transport","0.51%","13","2485","49","29712","5.61e-4","2.89e-2","3.17","9.68e-1","2.80e-2","1.41e-4"
"GOTERM_BP_DIRECT","canonical NF-kappaB signal transduction","0.51%","13","2485","39","29712","5.22e-5","4.58e-3","3.99","2.74e-1","4.43e-3","9.66e-6"
"GOTERM_MF_DIRECT","dioxygenase activity","0.51%","13","2457","32","28924","6.14e-6","3.41e-4","4.78","1.25e-2","3.18e-4","8.61e-7"
"GOTERM_BP_DIRECT","vesicle fusion","0.51%","13","2485","32","29712","5.23e-6","6.97e-4","4.86","3.16e-2","6.75e-4","7.22e-7"
"GOTERM_BP_DIRECT","positive regulation of cytokine production","0.47%","12","2485","85","29712","9.65e-2","7.45e-1","1.69","1.00e+0","7.22e-1","5.02e-2"
"UP_SEQ_FEATURE","REPEAT:ANK 7","0.47%","12","2463","62","22253","7.63e-2","1.00e+0","1.75","1.00e+0","9.95e-1","3.74e-2"
"KEGG_PATHWAY","Legionellosis","0.47%","12","1084","60","9565","7.15e-2","3.29e-1","1.76","1.00e+0","2.95e-1","3.46e-2"
"UP_SEQ_FEATURE","DOMAIN:B box-type","0.47%","12","2463","61","22253","6.94e-2","1.00e+0","1.78","1.00e+0","9.95e-1","3.34e-2"
"GOTERM_BP_DIRECT","visual learning","0.47%","12","2485","80","29712","6.88e-2","6.24e-1","1.79","1.00e+0","6.05e-1","3.36e-2"
"GOTERM_BP_DIRECT","positive regulation of protein ubiquitination","0.47%","12","2485","79","29712","6.39e-2","5.94e-1","1.82","1.00e+0","5.75e-1","3.08e-2"
"GOTERM_BP_DIRECT","positive regulation of endothelial cell proliferation","0.47%","12","2485","79","29712","6.39e-2","5.94e-1","1.82","1.00e+0","5.75e-1","3.08e-2"
"UP_KW_MOLECULAR_FUNCTION","Allosteric enzyme","0.47%","12","1476","55","12454","5.51e-2","1.83e-1","1.84","9.95e-1","1.38e-1","2.53e-2"
"GOTERM_BP_DIRECT","positive regulation of peptidyl-serine phosphorylation","0.47%","12","2485","77","29712","5.49e-2","5.60e-1","1.86","1.00e+0","5.42e-1","2.57e-2"
"GOTERM_BP_DIRECT","response to peptide hormone","0.47%","12","2485","77","29712","5.49e-2","5.60e-1","1.86","1.00e+0","5.42e-1","2.57e-2"
"GOTERM_BP_DIRECT","JNK cascade","0.47%","12","2485","76","29712","5.07e-2","5.34e-1","1.89","1.00e+0","5.17e-1","2.34e-2"
"GOTERM_CC_DIRECT","endocytic vesicle","0.47%","12","2509","73","29722","4.18e-2","2.50e-1","1.95","1.00e+0","2.22e-1","1.87e-2"
"GOTERM_BP_DIRECT","aerobic respiration","0.47%","12","2485","73","29712","3.95e-2","4.53e-1","1.97","1.00e+0","4.39e-1","1.75e-2"
"INTERPRO","USP_CS","0.47%","12","2526","54","22271","3.76e-2","1.00e+0","1.96","1.00e+0","9.99e-1","1.62e-2"
"BIOCARTA","p38 MAPK Signaling Pathway","0.47%","12","211","38","1286","3.42e-2","1.00e+0","1.92","1.00e+0","1.00e+0","1.42e-2"
"GOTERM_BP_DIRECT","cellular response to interferon-beta","0.47%","12","2485","71","29712","3.30e-2","4.09e-1","2.02","1.00e+0","3.96e-1","1.42e-2"
"GOTERM_MF_DIRECT","phosphoprotein phosphatase activity","0.47%","12","2457","64","28924","1.81e-2","1.86e-1","2.21","1.00e+0","1.74e-1","7.05e-3"
"INTERPRO","WW_dom_sf","0.47%","12","2526","48","22271","1.66e-2","1.00e+0","2.20","1.00e+0","9.99e-1","6.21e-3"
"GOTERM_BP_DIRECT","regulation of G1/S transition of mitotic cell cycle","0.47%","12","2485","64","29712","1.63e-2","2.62e-1","2.24","1.00e+0","2.54e-1","6.24e-3"
"KEGG_PATHWAY","Cocaine addiction","0.47%","12","1084","48","9565","1.63e-2","1.33e-1","2.21","9.97e-1","1.19e-1","6.09e-3"
"GOTERM_MF_DIRECT","cysteine-type endopeptidase activity","0.47%","12","2457","63","28924","1.62e-2","1.71e-1","2.24","1.00e+0","1.59e-1","6.19e-3"
"GOTERM_BP_DIRECT","mitotic cytokinesis","0.47%","12","2485","62","29712","1.30e-2","2.25e-1","2.31","1.00e+0","2.18e-1","4.79e-3"
"GOTERM_BP_DIRECT","T cell differentiation","0.47%","12","2485","62","29712","1.30e-2","2.25e-1","2.31","1.00e+0","2.18e-1","4.79e-3"
"GOTERM_CC_DIRECT","cleavage furrow","0.47%","12","2509","61","29722","1.23e-2","9.87e-2","2.33","1.00e+0","8.75e-2","4.50e-3"
"GOTERM_CC_DIRECT","protein-DNA complex","0.47%","12","2509","60","29722","1.09e-2","8.87e-2","2.37","1.00e+0","7.86e-2","3.91e-3"
"GOTERM_BP_DIRECT","protein N-linked glycosylation","0.47%","12","2485","60","29712","1.02e-2","1.91e-1","2.39","1.00e+0","1.85e-1","3.63e-3"
